serverId,channelId,messageId,authorId,createdAt,contentText,label,confidence,info_mentions
944157981791113287,general,m1759197751,u1,2025-09-30T02:02:31.000Z,"??????? https://example.com/plan.pdf 9/30 13:00",S,0.95,""
944157981791113287,general,m1759197796,u1,2025-09-30T02:03:16.000Z,"??????? https://example.com/plan.pdf 9/30 13:00",S,0.95,""
944157981791113287,general,m1759204156,u1,2025-09-30T03:49:16.314Z,"??????? https://example.com/plan.pdf 9/30 13:00",S,0.95,""
944157981791113287,general,m24cb0200,u1,2025-09-30T04:26:03.605Z,"??????? https://example.com/plan.pdf 9/30 13:00",S,0.95,""
944157981791113287,general,m23161b7c,u1,2025-09-30T04:27:30.063Z,"??!?????????",Q,1,""
944157981791113287,general,m9069e76d,u1,2025-09-30T04:27:43.919Z,"???????????",Q,1,""
944157981791113287,general,m82b8a570,u1,2025-09-30T04:27:58.074Z,"[system] nightly job finished",BOT,1,""
944157981791113287,general,m9b346f76,u1,2025-09-30T04:28:12.698Z,"???10/5 10:00??????",S,0.9,""
944157981791113287,general,m0e39aee1,u1,2025-09-30T04:36:17.059Z,"??!?????????",Q,1,""
944157981791113287,general,m362842d0,u1,2025-09-30T04:36:19.326Z,"???????????",Q,1,""
944157981791113287,general,m350e46da,u1,2025-09-30T04:36:19.871Z,"[system] nightly job finished",BOT,1,""
944157981791113287,general,m403237c4,u1,2025-09-30T04:36:20.359Z,"???10/5 10:00??????",S,0.9,""
944157981791113287,general,m1a163b66,u1,2025-09-30T04:36:52.958Z,"???10/5 10:00??????",S,0.9,""
944157981791113287,general,m302b1d9f,u1,2025-09-30T05:37:12.119Z,"???10/5 10:00??????",S,0.9,""
944157981791113287,general,mb494632d,u1,2025-09-30T05:41:51.020Z,"???10/5 10:00??????",S,0.9,""
944157981791113287,general,mbecc4c04,u1,2025-09-30T05:42:53.719Z,"???10/5 10:00??????",S,0.9,""
944157981791113287,general,m91746898,u1,2025-09-30T05:50:10.000Z,"??1?",Q,1,""
944157981791113287,general,mbfd80c3b,u1,2025-09-30T05:50:33.000Z,"????5?6",CH,0.9,""
944157981791113287,general,ma8c93b8f,u1,2025-09-30T05:50:55.000Z,"???2?4",CH,0.95,""
944157981791113287,general,m6b5fad68,u1,2025-09-30T05:51:19.000Z,"???8?10",S,0.95,""
944157981791113287,general,mb976c147,u1,2025-09-30T05:51:43.000Z,"????9?1?2",CH,0.8,""
944157981791113287,general,m44bda104,u1,2025-09-30T05:52:07.000Z,"???5?7?3",CH,0.9,""
944157981791113287,general,m1ffa10fd,u1,2025-09-30T05:52:33.000Z,"??????",Q,1,""
944157981791113287,general,m8dff7d7a,u1,2025-09-30T05:52:58.000Z,"???",Q,1,""
944157981791113287,general,ma9bc031d,u1,2025-09-30T05:58:32.000Z,"??????? https://example.com/plan.pdf 9/30 13:00",S,0.95,""
944157981791113287,general,m9c637ed7,u1,2025-09-30T05:58:59.000Z,"??1?",Q,1,""
944157981791113287,general,m51b4c3b8,u1,2025-09-30T05:59:24.000Z,"????5?6",CH,0.9,""
944157981791113287,general,me65a35ad,u1,2025-09-30T05:59:49.000Z,"???2?4",CH,0.95,""
944157981791113287,general,m01448972,u1,2025-09-30T06:00:14.000Z,"???8?10",CH,0.95,""
944157981791113287,general,m648a6a9d,u1,2025-09-30T06:00:38.000Z,"????9?1?2",,,""
