serverId,channelId,messageId,authorId,authorIsBot,createdAt,label,confidence,rationale,contentText
"944157981791113287","general","m6a3c5700","u1","false","2025-10-05T01:42:23.449Z","Q","1","Q:kansaiQ","なんでやねん"
"944157981791113287","1424212618255794237","1424221062694178926","675572098885746689","false","2025-10-05T02:26:02.094Z","CH","0.9","挨拶のための会話開始であり、肯定的でも否定的でもない中立的な表現です。","こんにちは"
"944157981791113287","1424212618255794237","1424227526053597204","675572098885746689","false","2025-10-05T02:51:43.079Z","Q","0.9","この発言は質問ではなく、挨拶であるため、Q（質問）ラベルには該当しないが、会話の一部として認識されるためCHに適切です。","こんにちは"
"944157981791113287","1424212618255794237","1424227658723754014","675572098885746689","false","2025-10-05T02:52:14.710Z","CH","0.8","この発言は命令文またはチャットでのコマンドとして解釈され、会話の一部であるため、チャットコンテキストに該当します。","purge! 10"
"944157981791113287","1424212618255794237","1424227756253773905","675572098885746689","false","2025-10-05T02:52:37.963Z","CH","0.8","この発言はチャンネル管理者や運営者向けのコマンドである可能性が高いです。","!purge10"
"944157981791113287","1424212618255794237","1424227886386384956","675572098885746689","false","2025-10-05T02:53:08.989Z","CH","0.8","この発言はチャンネルコマンドの一種で、サーバー管理用の命令語として使われることが多いです。","!purge 10"
"944157981791113287","1424212618255794237","1424228094486773852","675572098885746689","false","2025-10-05T02:53:58.604Z","CH","0.9","この発言は挨拶で、会話の開始を示しています。","こんにちは"
"944157981791113287","1424212618255794237","1424229035680075816","675572098885746689","false","2025-10-05T02:57:43.002Z","CH","0.8","この発言は会話的一部分， USED 在某种情境下的口头表达。","やりますねぇ"
"944157981791113287","1424212618255794237","1424229201292300328","675572098885746689","false","2025-10-05T02:58:22.487Z","Q","0.8","この発言は会話的一部分（S）で、質問（Q）の形を取っていないので主に会話ラベルとして分類します。","まじか"
"944157981791113287","1424212618255794237","1424235999692849253","675572098885746689","false","2025-10-05T03:25:23.352Z","NG","0.9","不適切な表現です","まじか"
"944157981791113287","1424212618255794237","1424236293730340967","675572098885746689","false","2025-10-05T03:26:33.456Z","TP","0.8","-ServerId と -Text の指定は設定指令を示し、文章は不適切な内容を含む","atp -ServerId $SID -Text ""いやーそれはいややなぁｗ"
"944157981791113287","1424212618255794237","1424236349258731531","675572098885746689","false","2025-10-05T03:26:46.695Z","AG","0.8","AG（ AGREEMENT ）：同意の意図がある。 EM（ EMOTICON ）：笑顔の絵文字が含まれているため、興奮や喜びを表現している可能性がある。","いやーそれはいややなぁｗ"
"944157981791113287","1424212618255794237","1424257521107079239","675572098885746689","false","2025-10-05T04:50:54.457Z","NG","0.9","不適切な表現です","まじか"
"944157981791113287","1424212618255794237","1424282925599559770","675572098885746689","false","2025-10-05T06:31:51.360Z","EM","0.8","'em'ojiや'em'phasisの表現として使われている可能性が高い","まじか"
"944157981791113287","1424212618255794237","1424283062912421969","675572098885746689","false","2025-10-05T06:32:24.098Z","CH","1","CH:chit","いやーそれはいややなｌ．"
"944157981791113287","1424212618255794237","1424283175781404683","675572098885746689","false","2025-10-05T06:32:51.008Z","AG","0.8","AG（ AGREEMENT ）：同意の意図がある。 EM（ EMOTICON ）：笑顔の絵文字が含まれているため、興奮や喜びを表現している可能性がある。","いやーそれはいややなぁｗ"
"944157981791113287","1424212618255794237","1424288416622968843","675572098885746689","false","2025-10-05T06:53:40.522Z","AG","0.9","AG（ AGREEMENT ）：同意の意図がある。 EM（ EMOTICON ）：笑顔の絵文字が含まれているため、興奮や喜びを表現している可能性がある。","いやーそれはいややなぁｗ"
"944157981791113287","1424212618255794237","1424288721318056049","675572098885746689","false","2025-10-05T06:54:53.167Z","EM","0.8","感情表現のため","それはそう"
