serverId,channelId,messageId,authorId,authorIsBot,createdAt,label,confidence,rationale,contentText
"944157981791113287","general","m65fe7830","u1","false","2025-10-01T15:17:52.202Z","Q","0.85","疑問符が複数あり、理解を確認する意図があるため。","???????????????"
"944157981791113287","general","md5e58828","u1","false","2025-10-01T16:26:48.678Z","Q","0.95","疑問符が連続しており、理解を確認する意図があるため。","???????????????"
"944157981791113287","general","m06ffb11f","u1","false","2025-10-01T16:37:28.790Z","Q","0.9","不明点の確認を目的とする問いとして該当。","???????????????"
"944157981791113287","general","mc2d04088","u1","false","2025-10-02T03:06:17.837Z","BOT","0.95","この発言は文字がなく、システムによる誤りか、意図的な無回答と推測されます。","???????????????"
"944157981791113287","general","mb0b42632","u1","false","2025-10-02T03:12:40.498Z","EM","0.9","この発言は感情的表現で、驚きや不安な感情を表しています。","斜めに走ってるのに早いのやばい"
"944157981791113287","general","me39907e7","u1","false","2025-10-02T03:17:58.953Z","Q","0.8","この発言は質問の形式ではなく、意見を述べているため「Q」ラベルが適切です。","https://youtu.be/uU_FfWvKlVo?si=UGElEd_FYP9HIyMh 日本の7種ってこんな感じやない 平子さんも7種ぽい 今時嫌われるだろうけど笑"
"944157981791113287","general","md923334b","u1","false","2025-10-02T03:19:25.446Z","CH","0.9","この発言は文化的な話題について質問しているため、チャット内容に該当します。","今更国宝見てきたんだけど 歌舞伎て何種の文化なんだろう ちゃんと見たことないから分からんけど7種なんかしら"
"944157981791113287","general","m4dec1224","u1","false","2025-10-02T03:41:14.821Z","S","0.8","この文は会話的な表現で、状況を描写しています。","斜めに走ってるのに早いのやばい"
"944157981791113287","general","m6bb2d766","u1","false","2025-10-02T03:41:50.253Z","S","0.8","この文は会話的な表現で、状況を描写しています。","斜めに走ってるのに早いのやばい"
"944157981791113287","general","m86abde96","u1","false","2025-10-02T03:42:20.988Z","S","0.8","この文は会話的な表現で、状況を描写しています。","斜めに走ってるのに早いのやばい"
"944157981791113287","general","m7405029c","u1","false","2025-10-02T03:56:12.253Z","S","0.8","この文は会話的な表現で、状況を描写しています。","斜めに走ってるのに早いのやばい"
